First_Name,Last_Name,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status 1,Sales Performance Status 2,Customer Handling Rating 2
Michael,Morgan,Sales,Account Manager,02/05/2020,60155,116312,123858,0.06847532,7964.5,3,3,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Ashley,Russell,HR,HR Coordinator,12/14/2023,94330,,,,,,,77,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Stephanie,Russell,Marketing,Marketing Analyst,02/09/2018,46743,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Lauren,Mcdonald,Marketing,Content Strategist,7/18/2019,73279,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Adrian,Hernandez,Finance,Accountant,04/10/2023,97614,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Timothy,Rogers,IT,IT Support,8/22/2020,83843,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Amy,Ramirez,Finance,Financial Analyst,12/08/2021,57262,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Juan,Bean,Marketing,Marketing Analyst,5/25/2022,55853,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Moore,Marketing,Content Strategist,4/21/2021,48219,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Melissa,Allen,IT,IT Support,12/01/2021,110002,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Adrian,Mann,HR,Recruiter,07/01/2016,48567,,,,,,,91,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Gloria,Baker,Customer Support,Customer Service Rep,9/18/2017,67101,,,,,2,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Erica,Peterson,Sales,Account Manager,5/25/2021,63923,62862,184502,0.057588675,3620.14,3,3,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Linda,Brown,Customer Support,Support Specialist,1/31/2020,35033,,,,,3,7,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Calvin,Thomas,Operations,Operations Manager,10/26/2016,94660,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Carl,Ray,Marketing,Content Strategist,11/16/2015,74342,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Chad,Miranda,IT,Data Analyst,02/01/2021,83871,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Colleen,Mcdonald,Finance,Auditor,11/16/2019,56888,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Mary,Price,HR,HR Manager,11/27/2017,74963,,,,,,,80,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Mary,Hunter,Customer Support,Customer Service Rep,6/20/2020,47230,,,,,3,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Watkins,Operations,Procurement Specialist,04/05/2020,63967,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Stephen,White,IT,IT Support,07/06/2020,85413,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Sharon,Freeman,Customer Support,Customer Service Rep,3/25/2022,56536,,,,,4,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Danielle,Wilson,Operations,Operations Manager,3/21/2020,72191,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Nicholas,Stanley,IT,IT Support,3/21/2018,92803,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Kelly,Avila,Customer Support,Call Center Agent,8/22/2015,50984,,,,,1,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Kristin,Baxter,Operations,Logistics Coordinator,5/19/2019,74851,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Christina,Zimmerman,Operations,Logistics Coordinator,10/04/2020,63063,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Ashlee,Weber,Customer Support,Customer Service Rep,12/16/2019,69736,,,,,4,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Kimberly Mitchell,Md,Marketing,Marketing Analyst,9/19/2023,50596,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Becky,Campbell,Customer Support,Customer Service Rep,01/02/2020,52057,,,,,2,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Joseph,Garner,Customer Support,Call Center Agent,11/17/2017,69873,,,,,4,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Cody,Davidson,IT,IT Support,1/21/2020,83339,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Brenda,Harris,Customer Support,Call Center Agent,5/14/2021,36303,,,,,2,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Ryan,Dean,Finance,Accountant,10/16/2018,102879,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Anthony,Clark,Customer Support,Customer Service Rep,09/02/2015,68338,,,,,3,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Samuel,Jarvis,Marketing,Content Strategist,4/30/2018,50107,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Tracy,Flynn,Sales,Sales Manager,2/19/2019,62053,121048,110832,0.020678688,2503.11,2,1,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Melanie,Nelson,HR,HR Manager,12/21/2021,51015,,,,,,,94,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Robert,Kent,Sales,Sales Executive,12/21/2015,59528,243255,133458,0.052092145,12671.67,3,0,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Erica,Mitchell,IT,Data Analyst,10/15/2015,72465,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Joshua Carpenter,Jr.,Marketing,SEO Specialist,11/24/2022,82877,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Adrienne,Cooper,Finance,Auditor,07/11/2019,66302,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Spears,HR,HR Manager,05/08/2017,85484,,,,,,,96,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Alexis,Day,Sales,Sales Manager,11/18/2021,87116,31710,178717,0.060778908,1927.3,5,4,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Regina,Rivera,Sales,Sales Manager,10/30/2017,72647,118862,156021,0.032581545,3872.71,4,6,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
William,Collier,Marketing,Content Strategist,05/04/2022,65113,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Stewart,Marketing,SEO Specialist,02/12/2022,49824,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Sandra,Williams,Finance,Accountant,6/19/2020,90504,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kendra,Edwards,Operations,Operations Manager,11/06/2016,71630,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Richard,Jimenez,Marketing,Marketing Analyst,9/25/2017,48698,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Rodriguez,HR,HR Manager,4/27/2018,53819,,,,,,,79,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Steven,Gonzales,IT,Data Analyst,11/10/2021,103852,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Taylor,Chen,HR,HR Manager,04/12/2017,70649,,,,,,,66,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Richard,Crawford,Finance,Auditor,5/25/2021,93316,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Joyce,Martinez,Marketing,Content Strategist,07/07/2022,62454,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
William,Hicks,Marketing,Content Strategist,11/01/2015,51462,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Garcia,IT,Data Analyst,8/13/2023,113884,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Nicholas,Good,Sales,Account Manager,08/02/2021,41393,30098,130593,0.049242891,1482.11,2,6,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Diana,Moses,Customer Support,Call Center Agent,10/09/2018,59371,,,,,1,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Scott,Green,IT,Software Engineer,7/22/2019,95792,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Dr. Brian Sharp,Phd,HR,HR Coordinator,06/01/2018,49782,,,,,,,90,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Louis,Pennington,Operations,Procurement Specialist,3/25/2019,84300,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Thomas,IT,IT Support,10/02/2020,72538,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Bryan,Lyons,Operations,Operations Manager,12/06/2020,92933,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Page,Sales,Account Manager,2/28/2019,63680,135263,76734,0.023261,3146.35,5,0,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Amanda,Mills,Operations,Operations Manager,05/07/2016,98953,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Lawrence,Meyer,IT,Software Engineer,12/09/2021,118992,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Sabrina,Thomas,Customer Support,Call Center Agent,01/03/2020,57844,,,,,1,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Eric,Hopkins,Marketing,Marketing Analyst,08/04/2019,48963,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Maxwell,Garcia,Finance,Auditor,12/03/2016,76529,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Richard,Jones,Sales,Account Manager,10/13/2017,50206,106489,89565,0.031726533,3378.53,3,9,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Mark,Meyers,Marketing,Content Strategist,04/05/2016,48936,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Fitzpatrick,HR,Recruiter,2/14/2019,93855,,,,,,,88,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Donna,Brooks,Marketing,SEO Specialist,12/13/2017,51452,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Juan,Black,HR,HR Coordinator,3/17/2017,81395,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Zachary,White,Marketing,Content Strategist,7/18/2016,45673,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Charles,Lewis,IT,Software Engineer,05/05/2015,59665,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Tammy,Kelley,HR,HR Coordinator,12/01/2015,45959,,,,,,,82,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Marie,Sharp,HR,HR Manager,5/30/2015,45791,,,,,,,95,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Donald,Reynolds,Finance,Auditor,3/29/2021,109471,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jillian,Brown,Operations,Procurement Specialist,3/19/2019,96604,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Destiny,King,HR,HR Coordinator,3/20/2018,79192,,,,,,,67,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Amber,Hancock,Sales,Sales Manager,5/27/2017,64637,157358,59355,0.058379978,9186.56,3,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Mr. Thomas Jones,Phd,Marketing,Content Strategist,3/19/2017,75347,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Anthony,Levy,Customer Support,Customer Service Rep,6/30/2021,51142,,,,,5,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Rocha,Operations,Procurement Specialist,8/21/2022,70570,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Tammy,Rivera,Marketing,Content Strategist,1/24/2015,62653,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Steven,Gregory,Operations,Operations Manager,08/04/2023,61086,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Joyce,Martin,Customer Support,Customer Service Rep,10/06/2020,51840,,,,,4,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Amber,Rose,IT,Software Engineer,7/19/2015,82162,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Donna,Lopez,Sales,Sales Manager,6/22/2021,69577,75056,189185,0.046816557,3513.86,5,3,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Jonathan,May,HR,HR Coordinator,12/18/2016,71179,,,,,,,98,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Rodney,Huynh,HR,HR Manager,11/27/2020,91292,,,,,,,97,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Melissa,Wood,Marketing,Marketing Analyst,02/06/2015,55779,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Thomas,Brown,Sales,Sales Executive,12/16/2016,74453,61978,88832,0.051768732,3208.52,3,9,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Mark,Burton,HR,HR Manager,12/12/2019,52234,,,,,,,81,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jason,Velazquez,HR,HR Manager,07/02/2019,69585,,,,,,,99,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Elizabeth,Sanchez,Marketing,SEO Specialist,6/13/2017,46695,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Brandon,Davis,Operations,Procurement Specialist,11/07/2023,69837,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Bonnie,Oliver,Customer Support,Support Specialist,4/16/2023,66809,,,,,4,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Robin,Estrada,HR,HR Coordinator,9/17/2022,77652,,,,,,,83,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Zachary,Davis,Customer Support,Customer Service Rep,10/21/2015,37418,,,,,5,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Natalie,Rivera,Customer Support,Customer Service Rep,9/26/2017,43580,,,,,2,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Isaac,Jones,HR,Recruiter,10/14/2016,87317,,,,,,,91,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Kim Torres,Md,Finance,Accountant,09/03/2018,102473,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Ann,Jensen,Operations,Procurement Specialist,2/15/2019,71175,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Mark,Berry,IT,IT Support,9/23/2018,105743,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Christine Gamble,Md,Operations,Logistics Coordinator,09/04/2023,75490,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Denise,Hartman,Operations,Procurement Specialist,01/08/2021,69499,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Rhonda,Figueroa,Sales,Sales Manager,1/21/2022,76036,40616,87932,0.044023589,1788.06,1,1,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Joan,Yang,Customer Support,Call Center Agent,06/08/2016,62486,,,,,2,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Sara,Franco,Sales,Sales Executive,11/16/2016,67970,61975,101093,0.06491732,4023.25,5,5,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
David,Martinez,HR,Recruiter,4/26/2021,78390,,,,,,,75,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jeffrey,Robertson,Sales,Sales Executive,9/18/2021,72945,43437,198062,0.051874542,2253.27,5,0,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Jessica,Leonard,IT,Data Analyst,08/01/2019,56532,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Rachel,Hammond,Sales,Account Manager,1/14/2017,42998,220654,106522,0.040474535,8930.87,1,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Nicholas,Palmer,IT,Software Engineer,4/21/2023,109067,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Pamela,Decker,Operations,Operations Manager,9/16/2023,99453,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Amy,Weber,HR,HR Coordinator,10/06/2022,47421,,,,,,,99,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Linda,Walker,IT,IT Support,04/09/2023,116489,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Anna,Morris,Operations,Procurement Specialist,4/19/2023,71382,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Angela,Johnson,Operations,Operations Manager,11/12/2017,68835,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jim,Paul,Sales,Sales Manager,3/21/2022,67864,88735,161866,0.035240419,3127.06,1,3,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Alyssa,Flynn,HR,Recruiter,08/01/2015,72486,,,,,,,98,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jonathan,Huff,Finance,Auditor,12/07/2022,86992,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kristen,Bowen,Customer Support,Call Center Agent,07/11/2023,50186,,,,,4,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Amanda,Rodriguez,Operations,Logistics Coordinator,4/27/2020,77315,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Mr. Tony,Robertson,Operations,Logistics Coordinator,05/04/2020,54324,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Patrick,Goodman,Sales,Sales Executive,5/25/2020,55584,63124,65059,0.050253084,3172.18,2,6,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Kaylee,Murillo,HR,HR Coordinator,5/14/2021,46802,,,,,,,99,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Medina,Finance,Accountant,1/27/2017,99431,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kristin,Hendricks,Operations,Logistics Coordinator,4/14/2022,72439,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Zachary,Rogers,HR,HR Coordinator,1/28/2021,87739,,,,,,,85,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Mrs. Angela Dunn,Dvm,HR,HR Coordinator,11/28/2021,62556,,,,,,,80,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Angela,Levine,Operations,Procurement Specialist,07/02/2015,50523,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Scott,Moss,Operations,Procurement Specialist,8/16/2023,91188,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Karen,Moore,Sales,Sales Manager,1/26/2021,87992,173934,54488,0.030856152,5366.93,2,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Arthur,Zhang,Finance,Auditor,09/06/2021,83057,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Alexander,Adams,IT,IT Support,07/08/2022,112109,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Dr. Kayla,Stephens,Marketing,Marketing Analyst,01/04/2018,55904,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jo,Monroe,Customer Support,Customer Service Rep,05/11/2016,63165,,,,,1,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Carolyn,Mccarty,Sales,Sales Manager,10/04/2017,57375,24214,90118,0.048116047,1165.08,1,5,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Anne,Smith,Operations,Operations Manager,6/15/2015,54280,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Brandon,Brown,IT,Software Engineer,11/08/2015,65311,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Thomas,Long,IT,Data Analyst,2/21/2022,55766,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Joshua,Riggs,HR,HR Manager,5/29/2023,46618,,,,,,,85,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Joshua,Smith,Sales,Sales Executive,8/26/2018,40859,137905,70779,0.059438346,8196.85,1,0,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Courtney,Friedman,HR,Recruiter,3/13/2020,57639,,,,,,,72,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Shaun,Davis,Sales,Account Manager,01/06/2016,86470,50683,103560,0.062630857,3174.32,4,1,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Jessica,Rogers,Operations,Logistics Coordinator,04/12/2020,57496,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Ralph,Jones,Operations,Procurement Specialist,10/15/2017,93967,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Alejandra,Hughes,Operations,Logistics Coordinator,10/05/2015,87539,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Angelica,Murphy,Sales,Account Manager,5/14/2017,62356,186290,153097,0.057555451,10722.01,1,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Austin,Saunders,IT,IT Support,8/20/2017,105899,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Sabrina,Waters,Customer Support,Support Specialist,7/24/2022,67924,,,,,4,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Alexandra,Wells,Operations,Procurement Specialist,1/17/2017,67367,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Joann,Shelton,Finance,Auditor,01/04/2023,109229,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Adam,Miller,Customer Support,Support Specialist,4/24/2017,63955,,,,,3,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Toni,Anderson,Marketing,Marketing Analyst,10/17/2018,63778,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mary,Thomas,Finance,Auditor,4/27/2017,57366,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Dana,Hodges,Sales,Sales Executive,01/04/2017,83526,124831,104588,0.061290908,7651.01,1,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Cynthia,Adams,IT,Software Engineer,05/03/2018,88978,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Sarah,Morales,IT,Software Engineer,04/04/2023,70441,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jason,Richardson,HR,HR Coordinator,3/23/2020,86686,,,,,,,79,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Walter,Hughes,Customer Support,Customer Service Rep,08/06/2017,48873,,,,,3,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Makayla,Rios,HR,Recruiter,8/13/2016,57675,,,,,,,98,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Aaron,Miller,Finance,Financial Analyst,4/16/2017,102116,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Melanie,Hernandez,Customer Support,Customer Service Rep,10/21/2019,58554,,,,,2,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Douglas,Guzman,Marketing,SEO Specialist,8/23/2019,66045,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Tammy,Ball,Finance,Auditor,05/01/2020,95217,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
John,Miller,Marketing,Marketing Analyst,3/23/2023,49236,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Wendy,Nelson,Finance,Auditor,5/19/2015,68910,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jason,Farrell,Marketing,Content Strategist,9/17/2015,52279,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Taylor,Kirby,Operations,Logistics Coordinator,10/28/2021,68990,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Victoria,Williams,Finance,Accountant,3/14/2023,85545,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Melissa,Lee,HR,HR Manager,5/19/2018,67871,,,,,,,68,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Joseph,Rush,Finance,Financial Analyst,04/01/2015,95174,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Chelsea,Mitchell,Finance,Auditor,11/02/2022,58350,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Harold,Ward,Operations,Logistics Coordinator,3/19/2019,72043,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Alexander,Brown,IT,IT Support,11/30/2021,64895,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Kimberly,Smith,HR,Recruiter,8/22/2019,54301,,,,,,,70,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Alexis,Kelley,IT,Software Engineer,01/08/2022,59438,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Mary,Hunter,Sales,Sales Executive,8/28/2021,73698,206267,159602,0.060915778,12564.91,2,9,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Kevin,Gibson,Customer Support,Customer Service Rep,09/09/2020,44444,,,,,4,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Henry,Glass,Sales,Sales Executive,2/25/2020,66546,156900,83078,0.051142009,8024.18,2,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Megan,Crane,Finance,Financial Analyst,11/22/2023,109211,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
John,Nelson,Finance,Accountant,6/25/2020,87268,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Alan,Berg,Operations,Procurement Specialist,10/03/2022,75612,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Dylan,Sandoval,Sales,Sales Manager,02/01/2020,80376,110744,104300,0.026921732,2981.42,2,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Tina,Walker,Customer Support,Call Center Agent,12/23/2017,65681,,,,,1,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
John,Alexander,Operations,Logistics Coordinator,7/27/2019,56940,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
